article_title,author_number,author_human_id,author_first_name,author_last_name,author_affiliation,year,paper_id,mean_overall_score_for_presentation,mean_acceptance_rate
Communist Multiculturalism: Ethnic Revival in Southwest China,5,"Dann---Daughdrill---Shear Learning Academy of Cosmetology, Inc.",Dann,Daughdrill,"Shear Learning Academy of Cosmetology, Inc.",2015,2015---139,3.5,0.25
Communist Multiculturalism: Ethnic Revival in Southwest China,6,Charlyn---Colorina---Euphoria Institute of Beauty Arts & Sciences - Summerlin,Charlyn,Colorina,Euphoria Institute of Beauty Arts & Sciences - Summerlin,2015,2015---139,3.5,0.25
Transcending the Culture–Nature Divide in Cultural Heritage: Views from the Asia–Pacific region,1,Akiko---Naves---Westminster College - Blackhawk High School,Akiko,Naves,Westminster College - Blackhawk High School,2015,2015---140,3.5,0.5
Transcending the Culture–Nature Divide in Cultural Heritage: Views from the Asia–Pacific region,2,Kalyn---Amorosi---National Louis University at Belding School,Kalyn,Amorosi,National Louis University at Belding School,2015,2015---140,3.5,0.5
Transcending the Culture–Nature Divide in Cultural Heritage: Views from the Asia–Pacific region,3,Colene---Dalcour---National Louis University at Shorewood HS,Colene,Dalcour,National Louis University at Shorewood HS,2015,2015---140,3.5,0.5
Transcending the Culture–Nature Divide in Cultural Heritage: Views from the Asia–Pacific region,4,Brett---Bemrich---Sacred Heart Medical Center,Brett,Bemrich,Sacred Heart Medical Center,2015,2015---140,3.5,0.5
Transcending the Culture–Nature Divide in Cultural Heritage: Views from the Asia–Pacific region,5,Marielle---Conradi---Coahoma County Higher Ed. Center,Marielle,Conradi,Coahoma County Higher Ed. Center,2015,2015---140,3.5,0.5
Transcending the Culture–Nature Divide in Cultural Heritage: Views from the Asia–Pacific region,6,Anisha---Havnen---Chamberlain University College of Nursing - San Antonio,Anisha,Havnen,Chamberlain University College of Nursing - San Antonio,2015,2015---140,3.5,0.5
Transcending the Culture–Nature Divide in Cultural Heritage: Views from the Asia–Pacific region,7,Demarcus---Duchaine---Flint Hills Technical College,Demarcus,Duchaine,Flint Hills Technical College,2015,2015---140,3.5,0.5
An Uneasy Relationship: Norfolk Island and the Commonwealth of Australia,1,Neoma---Ferriola---Tulsa Community College at Dick Conner Correctional Center,Neoma,Ferriola,Tulsa Community College at Dick Conner Correctional Center,2015,2015---141,3.2,0.6
An Uneasy Relationship: Norfolk Island and the Commonwealth of Australia,2,Xochitl---Frierson---Western Technical College - Black River Falls,Xochitl,Frierson,Western Technical College - Black River Falls,2015,2015---141,3.2,0.6
An Uneasy Relationship: Norfolk Island and the Commonwealth of Australia,3,Meta---Darron---Southwest Minnesota State University at Grand Rapids,Meta,Darron,Southwest Minnesota State University at Grand Rapids,2015,2015---141,3.2,0.6
Afghanistan's Local War: Building Local Defense Forces,1,Sadye---Hince---East Tennessee State University,Sadye,Hince,East Tennessee State University,2015,2015---142,3.5,0.25
Afghanistan's Local War: Building Local Defense Forces,2,Minerva---Ogrady---Regency Beauty Institute - Duluth,Minerva,Ogrady,Regency Beauty Institute - Duluth,2015,2015---142,3.5,0.25
Afghanistan's Local War: Building Local Defense Forces,3,Crystal---Emziah---Seymour Beauty Academy,Crystal,Emziah,Seymour Beauty Academy,2015,2015---142,3.5,0.25
Afghanistan's Local War: Building Local Defense Forces,4,Leland---Hollingsworth---St Petersburg Theological Seminary,Leland,Hollingsworth,St Petersburg Theological Seminary,2015,2015---142,3.5,0.25
Mittendrin?: Lebenspläne und Potenziale älterer Menschen beim Übergang in den Ruhestand,1,Idalia---Basham---Thomas Jefferson University and Philadelphia University,Idalia,Basham,Thomas Jefferson University and Philadelphia University,2015,2015---143,3.3333333333333335,0.16666666666666666
Mittendrin?: Lebenspläne und Potenziale älterer Menschen beim Übergang in den Ruhestand,2,Mi---Becker---Mid-America Christian University at Oklahoma State University - Tulsa,Mi,Becker,Mid-America Christian University at Oklahoma State University - Tulsa,2015,2015---143,3.3333333333333335,0.16666666666666666
Mittendrin?: Lebenspläne und Potenziale älterer Menschen beim Übergang in den Ruhestand,3,Leo---Novas---Lesley University at Kenai Middle School,Leo,Novas,Lesley University at Kenai Middle School,2015,2015---143,3.3333333333333335,0.16666666666666666
Mittendrin?: Lebenspläne und Potenziale älterer Menschen beim Übergang in den Ruhestand,4,Shae---Hych---Governors State University at Sunnybrook School Distraict 171,Shae,Hych,Governors State University at Sunnybrook School Distraict 171,2015,2015---143,3.3333333333333335,0.16666666666666666
Austria's International Position after the End of the Cold War,1,Debbie---Strittmatter---Plymouth Fire Department,Debbie,Strittmatter,Plymouth Fire Department,2015,2015---144,2.8,0.2
"Four Histories about Early Dutch Football, 1910-1920: Constructing Discourses",1,Rozanne---Cheers---Indiana Institute of Technology at Merrillville,Rozanne,Cheers,Indiana Institute of Technology at Merrillville,2015,2015---145,3.5,0.25
"Four Histories about Early Dutch Football, 1910-1920: Constructing Discourses",2,Frankie---Gilkes---Grace College and Seminary,Frankie,Gilkes,Grace College and Seminary,2015,2015---145,3.5,0.25
"Four Histories about Early Dutch Football, 1910-1920: Constructing Discourses",3,Eladia---Flesher---Nashville State Community College,Eladia,Flesher,Nashville State Community College,2015,2015---145,3.5,0.25
Zwischen Sandkasten und Abschiebung: Zum Alltag junger Kinder in Unterkünften für Geflüchtete,1,Janay---Fosselman---New America College,Janay,Fosselman,New America College,2015,2015---146,4,0.6666666666666666
Zwischen Sandkasten und Abschiebung: Zum Alltag junger Kinder in Unterkünften für Geflüchtete,2,Calvin---Dilbeck---Wyandotte Public Schools,Calvin,Dilbeck,Wyandotte Public Schools,2015,2015---146,4,0.6666666666666666
Zwischen Sandkasten und Abschiebung: Zum Alltag junger Kinder in Unterkünften für Geflüchtete,3,Efrain---Tedford---Jordan-Locke Community Adult School,Efrain,Tedford,Jordan-Locke Community Adult School,2015,2015---146,4,0.6666666666666666
Tensiones estructurales y diferenciación en las organizaciones: ¿un caso de acumulación teórica?,1,Alane---Cassetty---Navarro College- Midlothian Campus,Alane,Cassetty,Navarro College- Midlothian Campus,2015,2015---147,2.8333333333333335,0.3333333333333333
Tensiones estructurales y diferenciación en las organizaciones: ¿un caso de acumulación teórica?,2,Inocencia---Lave---Vermont College of Fine Arts,Inocencia,Lave,Vermont College of Fine Arts,2015,2015---147,2.8333333333333335,0.3333333333333333
Tensiones estructurales y diferenciación en las organizaciones: ¿un caso de acumulación teórica?,3,Shavon---Dellefave---Brittany Beauty Academy,Shavon,Dellefave,Brittany Beauty Academy,2015,2015---147,2.8333333333333335,0.3333333333333333
Tensiones estructurales y diferenciación en las organizaciones: ¿un caso de acumulación teórica?,4,"Syreeta---Truscott---Vista College, Annex B",Syreeta,Truscott,"Vista College, Annex B",2015,2015---147,2.8333333333333335,0.3333333333333333
Tensiones estructurales y diferenciación en las organizaciones: ¿un caso de acumulación teórica?,5,Elly---Flore---RSCC at Campbell County Higher Edu Center,Elly,Flore,RSCC at Campbell County Higher Edu Center,2015,2015---147,2.8333333333333335,0.3333333333333333
Voces de las mujeres japonesas,1,Charmain---Dziewanowski---DeVry University - Schaumburg Center,Charmain,Dziewanowski,DeVry University - Schaumburg Center,2015,2015---148,2.8,0.4
Voces de las mujeres japonesas,2,Teressa---Kooken---Thomas M. Cooley Law School - Grand Rapids Campus,Teressa,Kooken,Thomas M. Cooley Law School - Grand Rapids Campus,2015,2015---148,2.8,0.4
Voces de las mujeres japonesas,3,Starr---Councilman---International Training Fund - Columbus,Starr,Councilman,International Training Fund - Columbus,2015,2015---148,2.8,0.4
Voces de las mujeres japonesas,4,Shawanda---Delphia---Olivet Nazarene University at NW Free Baptist Church,Shawanda,Delphia,Olivet Nazarene University at NW Free Baptist Church,2015,2015---148,2.8,0.4
Voces de las mujeres japonesas,5,Chanelle---Lai---Antioch University New England,Chanelle,Lai,Antioch University New England,2015,2015---148,2.8,0.4
Pacific Strife: The Great Powers and their Political and Economic Rivalries in Asia and the Western Pacific 1870-1914,1,Dorris---Cornejo---Valley Baptist Missions Education Center,Dorris,Cornejo,Valley Baptist Missions Education Center,2015,2015---149,4,0.25
Pacific Strife: The Great Powers and their Political and Economic Rivalries in Asia and the Western Pacific 1870-1914,2,Alisha---Koutz---Olivet Nazarene University at Walter L. Newberry Math & Science Academy,Alisha,Koutz,Olivet Nazarene University at Walter L. Newberry Math & Science Academy,2015,2015---149,4,0.25
Pacific Strife: The Great Powers and their Political and Economic Rivalries in Asia and the Western Pacific 1870-1914,3,Norene---Auble---William Woods University - Osage Beach High School,Norene,Auble,William Woods University - Osage Beach High School,2015,2015---149,4,0.25
Pacific Strife: The Great Powers and their Political and Economic Rivalries in Asia and the Western Pacific 1870-1914,4,Soila---Vanruiten---Western Technical College at Trane Company,Soila,Vanruiten,Western Technical College at Trane Company,2015,2015---149,4,0.25
Pacific Strife: The Great Powers and their Political and Economic Rivalries in Asia and the Western Pacific 1870-1914,5,Yu---Kachelmeyer---VA Hudson Valley Health Care System - Montrose,Yu,Kachelmeyer,VA Hudson Valley Health Care System - Montrose,2015,2015---149,4,0.25
Pacific Strife: The Great Powers and their Political and Economic Rivalries in Asia and the Western Pacific 1870-1914,6,Randell---Addams---University of South Dakota at Sanford School of Medicine - Yankton Site,Randell,Addams,University of South Dakota at Sanford School of Medicine - Yankton Site,2015,2015---149,4,0.25
Pacific Strife: The Great Powers and their Political and Economic Rivalries in Asia and the Western Pacific 1870-1914,7,Fredda---Peacemaker---Providence Veterans Affairs Medical Center Residency in Primary Care/Ocular Disease,Fredda,Peacemaker,Providence Veterans Affairs Medical Center Residency in Primary Care/Ocular Disease,2015,2015---149,4,0.25
Composing Research: A Contextualist Paradigm for Rhetoric and Composition,1,Carmelo---Klinefelter---Cameron University at East Central University,Carmelo,Klinefelter,Cameron University at East Central University,2015,2015---150,2.5,0.25
Composing Research: A Contextualist Paradigm for Rhetoric and Composition,2,Gracia---Wormely---Pennsylvania College of Art and Design,Gracia,Wormely,Pennsylvania College of Art and Design,2015,2015---150,2.5,0.25
Composing Research: A Contextualist Paradigm for Rhetoric and Composition,3,Marva---Shive---Emergency Operations Training Facility (EOTF),Marva,Shive,Emergency Operations Training Facility (EOTF),2015,2015---150,2.5,0.25
Composing Research: A Contextualist Paradigm for Rhetoric and Composition,4,Nannette---Rimel---Mott Community College ZF,Nannette,Rimel,Mott Community College ZF,2015,2015---150,2.5,0.25
Islamic States in Java 1500-1700: Eight Dutch Books and Articles by Dr. H.J. de Graaf,1,Farah---Hellstrom---Mohave Community College at Lake Havasu City,Farah,Hellstrom,Mohave Community College at Lake Havasu City,2015,2015---151,4,0.75
Islamic States in Java 1500-1700: Eight Dutch Books and Articles by Dr. H.J. de Graaf,2,Lila---Czach---West Coast University,Lila,Czach,West Coast University,2015,2015---151,4,0.75
Islamic States in Java 1500-1700: Eight Dutch Books and Articles by Dr. H.J. de Graaf,3,Adella---Dople---Arizona State University at San Carlos Unified School District,Adella,Dople,Arizona State University at San Carlos Unified School District,2015,2015---151,4,0.75
Islamic States in Java 1500-1700: Eight Dutch Books and Articles by Dr. H.J. de Graaf,4,Maryetta---Bucknam---Pima County Community College District - Downtown Campus,Maryetta,Bucknam,Pima County Community College District - Downtown Campus,2015,2015---151,4,0.75
Pedagogías descolonizadoras y formación en el trabajo en los movimientos populares,1,Chad---Oser---CSU Stanislaus - Lodi Unified School District,Chad,Oser,CSU Stanislaus - Lodi Unified School District,2015,2015---152,3.6666666666666665,0.3333333333333333
Small Ships in Theater Security Cooperation,1,Debby---Huch---Northern Illinois University at Provena St Joseph Hospital,Debby,Huch,Northern Illinois University at Provena St Joseph Hospital,2015,2015---153,3,0.4
Small Ships in Theater Security Cooperation,2,"Nancee---Coopper---New Dimensions Beauty Academy, Inc.",Nancee,Coopper,"New Dimensions Beauty Academy, Inc.",2015,2015---153,3,0.4
Planter and Peasant: Colonial Policy and the Agrarian Struggle in East Sumatra 1863-1947,1,Raye---Secord---University of Maryland - University College at Macedonia Campus,Raye,Secord,University of Maryland - University College at Macedonia Campus,2015,2015---154,3.4,0.4
Planter and Peasant: Colonial Policy and the Agrarian Struggle in East Sumatra 1863-1947,2,Pamila---Gherardi---SUNY at Binghamton at NYC Seminar and Conference Center,Pamila,Gherardi,SUNY at Binghamton at NYC Seminar and Conference Center,2015,2015---154,3.4,0.4
Planter and Peasant: Colonial Policy and the Agrarian Struggle in East Sumatra 1863-1947,3,Wally---Prisock---Georgetown University,Wally,Prisock,Georgetown University,2015,2015---154,3.4,0.4
Planter and Peasant: Colonial Policy and the Agrarian Struggle in East Sumatra 1863-1947,4,Tiffany---Magno---Southwest Human Development,Tiffany,Magno,Southwest Human Development,2015,2015---154,3.4,0.4
Planter and Peasant: Colonial Policy and the Agrarian Struggle in East Sumatra 1863-1947,5,Ramona---Pokoj---Western Illinois University at John G. Shedd Aquarium,Ramona,Pokoj,Western Illinois University at John G. Shedd Aquarium,2015,2015---154,3.4,0.4
Planter and Peasant: Colonial Policy and the Agrarian Struggle in East Sumatra 1863-1947,6,Mei---Kahrs---National Louis University at Orr Academy High School,Mei,Kahrs,National Louis University at Orr Academy High School,2015,2015---154,3.4,0.4
Planter and Peasant: Colonial Policy and the Agrarian Struggle in East Sumatra 1863-1947,7,Olivia---Pleiss---Madison Area Technical College,Olivia,Pleiss,Madison Area Technical College,2015,2015---154,3.4,0.4
Making Sense of the Census: Observations of the 2001 Enumeration in Remote Aboriginal Australia,1,Floyd---Secrease---Bismarck State College at Missouri River Correctional,Floyd,Secrease,Bismarck State College at Missouri River Correctional,2015,2015---155,3.8,0.2
Making Sense of the Census: Observations of the 2001 Enumeration in Remote Aboriginal Australia,2,"Catrina---Abdel---Greenville College at Lake Land College, Mattoon Campus",Catrina,Abdel,"Greenville College at Lake Land College, Mattoon Campus",2015,2015---155,3.8,0.2
Making Sense of the Census: Observations of the 2001 Enumeration in Remote Aboriginal Australia,3,Davida---Heiermann---Westwood College - Atlanta,Davida,Heiermann,Westwood College - Atlanta,2015,2015---155,3.8,0.2
Making Sense of the Census: Observations of the 2001 Enumeration in Remote Aboriginal Australia,4,Esteban---Toner---Mariano Moreno Culinary Institute,Esteban,Toner,Mariano Moreno Culinary Institute,2015,2015---155,3.8,0.2
Making Sense of the Census: Observations of the 2001 Enumeration in Remote Aboriginal Australia,5,Benny---Sporn---Montgomery Job Corps Center,Benny,Sporn,Montgomery Job Corps Center,2015,2015---155,3.8,0.2
Making Sense of the Census: Observations of the 2001 Enumeration in Remote Aboriginal Australia,6,Jesusita---Dulay---The Salon Professional Academy - Evansville,Jesusita,Dulay,The Salon Professional Academy - Evansville,2015,2015---155,3.8,0.2
Making Sense of the Census: Observations of the 2001 Enumeration in Remote Aboriginal Australia,7,Noble---Schnackel---William Woods University at Mound City R-II Schools,Noble,Schnackel,William Woods University at Mound City R-II Schools,2015,2015---155,3.8,0.2
Rousseau and the Problem of Human Relations,1,Dorothy---Senethavilouk---Saint Mary's University of Minnesota at Moreland Elementary School,Dorothy,Senethavilouk,Saint Mary's University of Minnesota at Moreland Elementary School,2015,2015---156,2.5,0.16666666666666666
Rousseau and the Problem of Human Relations,2,Isaac---Spartichino---American Flight Training LLC,Isaac,Spartichino,American Flight Training LLC,2015,2015---156,2.5,0.16666666666666666
Rousseau and the Problem of Human Relations,3,Ossie---Beisch---Best Western Premier Saratoga Resort,Ossie,Beisch,Best Western Premier Saratoga Resort,2015,2015---156,2.5,0.16666666666666666
Rousseau and the Problem of Human Relations,4,Florentina---Maritn---Dale Carnegie Training - Andrew Terranova & Associates,Florentina,Maritn,Dale Carnegie Training - Andrew Terranova & Associates,2015,2015---156,2.5,0.16666666666666666
Rousseau and the Problem of Human Relations,5,Zulema---Mascagni---Crestwood HS,Zulema,Mascagni,Crestwood HS,2015,2015---156,2.5,0.16666666666666666
Rousseau and the Problem of Human Relations,6,Phyllis---Kanno---Neo-Esthetique  European Institute,Phyllis,Kanno,Neo-Esthetique  European Institute,2015,2015---156,2.5,0.16666666666666666
Social inclusion and higher education,1,Anjanette---Niner---South Metro Fire Rescue Authority,Anjanette,Niner,South Metro Fire Rescue Authority,2015,2015---157,1.75,0
Social inclusion and higher education,2,Mirella---Nyhus---McKendree University at Louisville II,Mirella,Nyhus,McKendree University at Louisville II,2015,2015---157,1.75,0
Social inclusion and higher education,3,Jeanene---Rhump---James H. Quillen VA Medical CenterVA Mountain HomeVeterans Affairs Medical Center,Jeanene,Rhump,James H. Quillen VA Medical CenterVA Mountain HomeVeterans Affairs Medical Center,2015,2015---157,1.75,0
Social inclusion and higher education,4,Jasmine---Talley---Marywood University,Jasmine,Talley,Marywood University,2015,2015---157,1.75,0
Social inclusion and higher education,5,Dorethea---Audelhuk---Brandman University -  Lacey,Dorethea,Audelhuk,Brandman University -  Lacey,2015,2015---157,1.75,0
Contemporary Irish Women Poets: Memory and Estrangement,1,Lannie---Pong---Anderson University at Greenwood (Center Grove),Lannie,Pong,Anderson University at Greenwood (Center Grove),2015,2015---158,3.6,0.4
The Anesthesiologist Workforce in 2013: A Final Briefing to the American Society of Anesthesiologists,1,Lahoma---Heinandez---SUNY Empire State College at NYSUT/UFT Paraprofessional Program - Rego Park,Lahoma,Heinandez,SUNY Empire State College at NYSUT/UFT Paraprofessional Program - Rego Park,2015,2015---159,2.6666666666666665,0
The Anesthesiologist Workforce in 2013: A Final Briefing to the American Society of Anesthesiologists,2,Cassy---Friesner---Mount Wachusett Community College - Devens Campus,Cassy,Friesner,Mount Wachusett Community College - Devens Campus,2015,2015---159,2.6666666666666665,0
The Anesthesiologist Workforce in 2013: A Final Briefing to the American Society of Anesthesiologists,3,Theola---Vandevender---Dakota State University at University Center,Theola,Vandevender,Dakota State University at University Center,2015,2015---159,2.6666666666666665,0
The Anesthesiologist Workforce in 2013: A Final Briefing to the American Society of Anesthesiologists,4,"Verline---Niesborella---Rutgers, The State University of New Jersey at Western Monmouth Higher Education",Verline,Niesborella,"Rutgers, The State University of New Jersey at Western Monmouth Higher Education",2015,2015---159,2.6666666666666665,0
Vertical Readings in Dante's Comedy: Volume 3,1,Breann---Fonceca---Sojourner-Douglass College Owings Mills,Breann,Fonceca,Sojourner-Douglass College Owings Mills,2015,2015---160,4.6,0.4
Vertical Readings in Dante's Comedy: Volume 3,2,Tamera---Bellucci---Cincinnati State Technical and Community College at Greentree Health Science Academy,Tamera,Bellucci,Cincinnati State Technical and Community College at Greentree Health Science Academy,2015,2015---160,4.6,0.4
Vertical Readings in Dante's Comedy: Volume 3,3,Mandie---Clacher---University of Phoenix at Ramada Kearny Mesa,Mandie,Clacher,University of Phoenix at Ramada Kearny Mesa,2015,2015---160,4.6,0.4
Vertical Readings in Dante's Comedy: Volume 3,4,Lilia---Urrabazo---Franklin Pierce University,Lilia,Urrabazo,Franklin Pierce University,2015,2015---160,4.6,0.4
Vertical Readings in Dante's Comedy: Volume 3,5,Ila---Filicetti---Mercyhurst College at SRA International,Ila,Filicetti,Mercyhurst College at SRA International,2015,2015---160,4.6,0.4
Vertical Readings in Dante's Comedy: Volume 3,6,Eddie---Galleno---EDP School of Computer Programming,Eddie,Galleno,EDP School of Computer Programming,2015,2015---160,4.6,0.4
Vertical Readings in Dante's Comedy: Volume 3,7,Kenyatta---Delashmit---William Paterson University of New Jersey at County College of Morris,Kenyatta,Delashmit,William Paterson University of New Jersey at County College of Morris,2015,2015---160,4.6,0.4
Indigenous Participation in Australian Economies II: Historical engagements and current enterprises,1,Melynda---Sturgell---Crosby-Ironton High School,Melynda,Sturgell,Crosby-Ironton High School,2015,2015---161,3.1666666666666665,0.16666666666666666
Indigenous Participation in Australian Economies II: Historical engagements and current enterprises,2,Windy---Condray---Arizona State University at Arizona Western College,Windy,Condray,Arizona State University at Arizona Western College,2015,2015---161,3.1666666666666665,0.16666666666666666
Indigenous Participation in Australian Economies II: Historical engagements and current enterprises,3,Yuette---Swart---Flint Area Medical Education,Yuette,Swart,Flint Area Medical Education,2015,2015---161,3.1666666666666665,0.16666666666666666
Indigenous Participation in Australian Economies II: Historical engagements and current enterprises,4,Celeste---Newham---University of Phoenix at Scottsdale Healthcare #2,Celeste,Newham,University of Phoenix at Scottsdale Healthcare #2,2015,2015---161,3.1666666666666665,0.16666666666666666
A Methodology for Determining Air Force Education Requirements Board (AFERB) Advanced Academic Degree (AAD) Requirements,1,Towanda---Swan---Montana Barber Institute,Towanda,Swan,Montana Barber Institute,2015,2015---162,3.2,0.4
A Methodology for Determining Air Force Education Requirements Board (AFERB) Advanced Academic Degree (AAD) Requirements,2,Markita---Knipper---National University -  College of the Canyon SHOFF-4 & SHOFF-12,Markita,Knipper,National University -  College of the Canyon SHOFF-4 & SHOFF-12,2015,2015---162,3.2,0.4
A Methodology for Determining Air Force Education Requirements Board (AFERB) Advanced Academic Degree (AAD) Requirements,3,Cris---Squillante---Saint Mary's University of Minnesota at Oak Point Intermediate School,Cris,Squillante,Saint Mary's University of Minnesota at Oak Point Intermediate School,2015,2015---162,3.2,0.4
A Methodology for Determining Air Force Education Requirements Board (AFERB) Advanced Academic Degree (AAD) Requirements,4,Enedina---Kipfer---University of Alabama at Birmingham,Enedina,Kipfer,University of Alabama at Birmingham,2015,2015---162,3.2,0.4
A Methodology for Determining Air Force Education Requirements Board (AFERB) Advanced Academic Degree (AAD) Requirements,5,Perla---Rafuse---Becker Professional Education - Delray Beach,Perla,Rafuse,Becker Professional Education - Delray Beach,2015,2015---162,3.2,0.4
"Emerging Market Economies and Financial Globalization: Argentina, Brazil, China, India and South Korea",1,Eloisa---Vanderpool---Indiana University School of Dentistry,Eloisa,Vanderpool,Indiana University School of Dentistry,2015,2015---163,2.2,0
"Emerging Market Economies and Financial Globalization: Argentina, Brazil, China, India and South Korea",2,Ardella---Lawis---Redlands Community College at GPCF,Ardella,Lawis,Redlands Community College at GPCF,2015,2015---163,2.2,0
Mindfulness-Based Relapse Prevention for Substance Use Disorders: A Systematic Review,1,Kimi---Marsch---Universal Technical Institute of Pennsylvania,Kimi,Marsch,Universal Technical Institute of Pennsylvania,2015,2015---164,3.75,0.25
Mindfulness-Based Relapse Prevention for Substance Use Disorders: A Systematic Review,2,"Elroy---Brenowitz---Northwest Laborers-Employers Training Trust Fund, Satsop",Elroy,Brenowitz,"Northwest Laborers-Employers Training Trust Fund, Satsop",2015,2015---164,3.75,0.25
Mindfulness-Based Relapse Prevention for Substance Use Disorders: A Systematic Review,3,Lucas---Lamarra---Oregon College of Art and Craft,Lucas,Lamarra,Oregon College of Art and Craft,2015,2015---164,3.75,0.25
Mindfulness-Based Relapse Prevention for Substance Use Disorders: A Systematic Review,4,Cleopatra---Gerock---Salisbury University at Cecil College at Elkton Station,Cleopatra,Gerock,Salisbury University at Cecil College at Elkton Station,2015,2015---164,3.75,0.25
Mindfulness-Based Relapse Prevention for Substance Use Disorders: A Systematic Review,5,Emmett---Stremming---Indiana Wesleyan University at WorkOne,Emmett,Stremming,Indiana Wesleyan University at WorkOne,2015,2015---164,3.75,0.25
Mindfulness-Based Relapse Prevention for Substance Use Disorders: A Systematic Review,6,Eulah---Prial---Neumann University at Wawa Beverage Company,Eulah,Prial,Neumann University at Wawa Beverage Company,2015,2015---164,3.75,0.25
Mindfulness-Based Relapse Prevention for Substance Use Disorders: A Systematic Review,7,Lyla---Delduca---Winter Springs HS,Lyla,Delduca,Winter Springs HS,2015,2015---164,3.75,0.25
"Blinders, Blunders, and Wars: What America and China Can Learn",1,Herlinda---Andreadis---Lincoln Technical Institute - Brockton,Herlinda,Andreadis,Lincoln Technical Institute - Brockton,2015,2015---165,3.8,0.4
"Blinders, Blunders, and Wars: What America and China Can Learn",2,Delois---Vosika---Westview High School,Delois,Vosika,Westview High School,2015,2015---165,3.8,0.4
"Blinders, Blunders, and Wars: What America and China Can Learn",3,Eusebio---Binnie---Lesley University at Lovinggood Middle School,Eusebio,Binnie,Lesley University at Lovinggood Middle School,2015,2015---165,3.8,0.4
"Blinders, Blunders, and Wars: What America and China Can Learn",4,Tamekia---Difalco---Colorado Mountain College at Summit Campus - Dillion Center,Tamekia,Difalco,Colorado Mountain College at Summit Campus - Dillion Center,2015,2015---165,3.8,0.4
On Peers and Copyright: Why the EU Should Consider Collective Management of P2P,1,Dahlia---Schlitz---Crowder College - Webb City,Dahlia,Schlitz,Crowder College - Webb City,2015,2015---166,3.75,0.5
On Peers and Copyright: Why the EU Should Consider Collective Management of P2P,2,Rudolf---Elgas---Mercy Clinic Independence,Rudolf,Elgas,Mercy Clinic Independence,2015,2015---166,3.75,0.5
On Peers and Copyright: Why the EU Should Consider Collective Management of P2P,3,Lucille---Gonzaliz---New England College at Winnisquam Regional H.S.,Lucille,Gonzaliz,New England College at Winnisquam Regional H.S.,2015,2015---166,3.75,0.5
On Peers and Copyright: Why the EU Should Consider Collective Management of P2P,4,Myrle---Fredenburg---University of Phoenix at Excelsior Youth Center,Myrle,Fredenburg,University of Phoenix at Excelsior Youth Center,2015,2015---166,3.75,0.5
"Weary Warriors: Power, Knowledge, and the Invisible Wounds of Soldiers",1,Lavern---Usher---University of Oklahoma at Nellis AFB,Lavern,Usher,University of Oklahoma at Nellis AFB,2015,2015---167,3.4,0.4
"Weary Warriors: Power, Knowledge, and the Invisible Wounds of Soldiers",2,"Julieta---Kamimura---Maryville University of Saint Louis at Field-Based Site: Graduate Education, Web",Julieta,Kamimura,"Maryville University of Saint Louis at Field-Based Site: Graduate Education, Web",2015,2015---167,3.4,0.4
"Weary Warriors: Power, Knowledge, and the Invisible Wounds of Soldiers",3,Hung---Janway---Marian University at Kenosha Unified School District No. 1,Hung,Janway,Marian University at Kenosha Unified School District No. 1,2015,2015---167,3.4,0.4
"Weary Warriors: Power, Knowledge, and the Invisible Wounds of Soldiers",4,Trinity---Kamphoefner---Long Island College Hospital Dental General Practice Residency 12 Months,Trinity,Kamphoefner,Long Island College Hospital Dental General Practice Residency 12 Months,2015,2015---167,3.4,0.4
"Weary Warriors: Power, Knowledge, and the Invisible Wounds of Soldiers",5,Raquel---Aspinwall---National Louis University at Edison Middle School,Raquel,Aspinwall,National Louis University at Edison Middle School,2015,2015---167,3.4,0.4
"Weary Warriors: Power, Knowledge, and the Invisible Wounds of Soldiers",6,Carolyne---Provenzano---Mentora College,Carolyne,Provenzano,Mentora College,2015,2015---167,3.4,0.4
"La palabra de la tierra: protesta campesina en India, siglo XIX",1,Piedad---Muncy---Anaheim University,Piedad,Muncy,Anaheim University,2015,2015---168,3,0.25
"La palabra de la tierra: protesta campesina en India, siglo XIX",2,Frances---Grando---University of Phoenix at Courtyard Greenville ? Spartanburg,Frances,Grando,University of Phoenix at Courtyard Greenville ? Spartanburg,2015,2015---168,3,0.25
Building Better Boyhood Programs: Evaluation of Programs Funded by the African American Men and Boys Task Force Initiative,1,Candra---Crissinger---Johns Hopkins University at ITU,Candra,Crissinger,Johns Hopkins University at ITU,2015,2015---169,3.4,0.2
Building Better Boyhood Programs: Evaluation of Programs Funded by the African American Men and Boys Task Force Initiative,2,Alberta---Marmol---University of Wisconsin - Stevens Point at UW-Marshfield/Wood County,Alberta,Marmol,University of Wisconsin - Stevens Point at UW-Marshfield/Wood County,2015,2015---169,3.4,0.2
Building Better Boyhood Programs: Evaluation of Programs Funded by the African American Men and Boys Task Force Initiative,3,Malissa---Kach---Onondaga-Cortland-Madison BOCES,Malissa,Kach,Onondaga-Cortland-Madison BOCES,2015,2015---169,3.4,0.2
ChanceMINT.NRW – Studienbiografische Wendepunkte und Karriereperspektiven,1,Mozella---Mccathern---St. Vincent's Hospital Manhattan,Mozella,Mccathern,St. Vincent's Hospital Manhattan,2015,2015---170,3.8333333333333335,0.6666666666666666
